Coin,Date,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,P0,P1,P2,P3,P4,P5,R_T1W
ETH,17/01/2020,0.120241759,0.084373649,0.184328744,0.665195932,0.497923012,0.319636593,0.092653112,0.345157511,0.313521374,0.355379735,0.777500242,0.999956524,0.669371631,0.073080746,0.602055882,0.367711162,0.100675031,0.055773521
BNB,17/01/2020,0.214463991,0.064395191,0.432450672,0.808549708,0.211892433,0.33941913,0.945068077,0.917414345,0.710435543,0.793753259,0.751132676,0.117519227,0.371479701,0.542009231,0.964591911,0.895059823,0.049285121,0.028579575
ADA,17/01/2020,0.816401747,0.608718807,0.943850342,0.237104579,0.048805337,0.480943287,0.144397931,0.695642213,0.208485989,0.456386514,0.328026035,0.214312966,0.35921581,0.760304665,0.862928411,0.580824752,0.988294042,0.017954716
XRP,17/01/2020,0.198310461,0.489212604,0.249882191,0.742934113,0.636398841,0.599851058,0.703469823,0.045177568,0.419307237,0.499069671,0.489740508,0.347758509,0.181485061,0.362436695,0.372767556,0.369912853,0.423709365,0.089460975
BTC,21/01/2020,0.562528993,0.247175546,0.428553314,0.827143274,0.445872053,0.005899419,0.940309365,0.839439326,0.532970969,0.055881606,0.18981467,0.506032348,0.33338357,0.681378957,0.126387647,0.835580129,0.335081408,0.086459473
ETH,21/01/2020,0.603230279,0.731909811,0.223671708,0.345014226,0.076469777,0.020738575,0.376617797,0.743572499,0.589040679,0.182376662,0.124928718,0.819916818,0.957691822,0.086328905,0.952139565,0.099418825,0.429937566,0.074329925
BNB,21/01/2020,0.386247843,0.454530122,0.964834,0.925312142,0.853008986,0.764376742,0.194349366,0.29549486,0.511589138,0.221172735,0.631554339,0.986473769,0.194554069,0.886464277,0.708866614,0.062079509,0.088221371,0.034431699
ADA,21/01/2020,0.180180014,0.222704272,0.392808236,0.291448891,0.774394732,0.738025298,0.461465599,0.545102887,0.29065918,0.201956146,0.474517017,0.247105491,0.541599676,0.495789444,0.563694037,0.821697273,0.80618898,0.083607174
XRP,21/01/2020,0.630782628,0.730577065,0.1913156,0.946606985,0.792357228,0.405505392,0.369093447,0.860510595,0.605916562,0.112745697,0.102135282,0.439740612,0.713110882,0.00929184,0.069880563,0.268259678,0.321649024,0.097760534
BTC,21/01/2020,0.879163759,0.303950389,0.849291552,0.043053161,0.571188303,0.040821096,0.819439408,0.004993465,0.859646845,0.67353005,0.829357086,0.331335303,0.692892216,0.687023464,0.020409117,0.151705835,0.457729385,0.07917312
ETH,21/01/2020,0.56734069,0.313641085,0.034366376,0.270770648,0.313548585,0.886867075,0.793870548,0.53481987,0.40871754,0.246835207,0.056871881,0.492667792,0.42506632,0.537081826,0.087872334,0.509637249,0.235590856,0.052441959
BNB,21/01/2020,0.497348195,0.27988393,0.329880277,0.278891003,0.84617876,0.184296547,0.287297089,0.798311351,0.88242294,0.174576998,0.079254604,0.802832776,0.103823807,0.696393802,0.32368492,0.499604129,0.18259662,0.082345731
ADA,21/01/2020,0.982157447,0.038976682,0.660034134,0.42133718,0.434473427,0.844745854,0.690179208,0.820124941,0.175489798,0.129499786,0.972281779,0.978944852,0.165186488,0.024878694,0.695371008,0.964231538,0.830566989,0.034263071
XRP,21/01/2020,0.398227391,0.363830995,0.660083634,0.882323094,0.447783716,0.223557579,0.23365476,0.937128327,0.157714059,0.578499332,0.313397795,0.456185666,0.238078514,0.660218152,0.094640901,0.626706602,0.59623503,0.01787631
BTC,21/01/2020,0.611755221,0.560493426,0.61330704,0.668266872,0.758051297,0.417064594,0.639393823,0.489567346,0.977308332,0.979744799,0.623111161,0.331803858,0.427758875,0.395980876,0.679965184,0.515129986,0.9157482,0.05240498
ETH,21/01/2020,0.76926958,0.749285401,0.11850418,0.796398262,0.093205194,0.07442307,0.485264172,0.386799463,0.685904862,0.606769635,0.610578125,0.193234715,0.126716599,0.383382184,0.187521167,0.180700641,0.21152914,0.081207549
BNB,21/01/2020,0.886528924,0.587085991,0.769536422,0.757795413,0.815770275,0.408413289,0.482970723,0.134717315,0.282275142,0.630657357,0.696876223,0.853687171,0.063747786,0.319405573,0.694368744,0.329092837,0.024736348,0.053735583
ADA,21/01/2020,0.676029192,0.401619214,0.575765512,0.210506146,0.230620984,0.107946921,0.650621365,0.781551427,0.592064642,0.124460199,0.334986878,0.528481391,0.975264148,0.422534978,0.059435736,0.999771284,0.501636426,0.032385929
XRP,21/01/2020,0.300163808,0.730136537,0.177582637,0.351005338,0.661046623,0.764422553,0.612135333,0.321358476,0.086717368,0.179240909,0.166999912,0.502262572,0.836423904,0.855704521,0.559901085,0.353274333,0.769644652,0.013559633
BTC,21/01/2020,0.82072543,0.860027976,0.908622811,0.896163259,0.341861703,0.771714984,0.793574987,0.578097897,0.64615425,0.507313289,0.875667256,0.241954138,0.013240154,0.408966994,0.177717848,0.82487615,0.560618128,0.086843324
ETH,21/01/2020,0.150363844,0.681475294,0.708144625,0.425244011,0.235376754,0.201806908,0.743391301,0.16912233,0.187833503,0.665609461,0.859938572,0.136408553,0.325693846,0.343109901,0.270358451,0.771172779,0.878433677,0.037075091
BNB,21/01/2020,0.19651504,0.278193008,0.96459228,0.741115374,0.184306835,0.675705874,0.553432684,0.351234072,0.237695987,0.352616518,0.424187885,0.501517883,0.548600845,0.03177465,0.445730049,0.332926773,0.287378999,0.002794513
ADA,21/01/2020,0.967111068,0.6403417,0.670795847,0.160982156,0.327181076,0.051953983,0.725298425,0.277308957,0.142740887,0.669829476,0.56651433,0.763952103,0.471993384,0.57985922,0.299122298,0.850002386,0.807689733,0.047175045
XRP,21/01/2020,0.601559036,0.166403182,0.479811182,0.970030039,0.366682592,0.585802918,0.743921694,0.928102935,0.290681935,0.191550623,0.023819897,0.170160816,0.97855729,0.475517788,0.930960273,0.864528207,0.403132739,0.055720025
BTC,21/01/2020,0.9790425,0.678098909,0.102636912,0.938697638,0.275683805,0.92460316,0.637440378,0.995835833,0.874729062,0.515597541,0.949125432,0.506971547,0.263633437,0.266556579,0.314125802,0.134424511,0.446042644,0.067815112
ETH,21/01/2020,0.595946529,0.194054015,0.839428999,0.695620789,0.842935399,0.165601625,0.375505326,0.579647579,0.939696054,0.094884309,0.970162344,0.590904896,0.874407891,0.821240065,0.736658367,0.220959603,0.460761752,0.021918045
BNB,21/01/2020,0.291798217,0.051746384,0.359660442,0.353637818,0.900419715,0.147126016,0.14465051,0.769636489,0.095420179,0.888926164,0.751099962,0.594289591,0.574066143,0.036483906,0.450909455,0.938628261,0.357979248,0.00775353
ADA,21/01/2020,0.116456122,0.084915821,0.544526678,0.641442149,0.466196038,0.656372846,0.633696564,0.804234863,0.357949862,0.247914803,0.81469769,0.972534401,0.886135888,0.472834967,0.613418963,0.033496288,0.539657576,0.064035415
XRP,21/01/2020,0.090614387,0.348467071,0.259596485,0.684705026,0.217692883,0.902147048,0.913260406,0.864000388,0.300290257,0.9157649,0.348559133,0.767769067,0.952614838,0.362527732,0.796781263,0.638032968,0.211870509,0.038007526
BTC,21/01/2020,0.390730122,0.112210274,0.914947011,0.961976155,0.737037222,0.722626002,0.494500962,0.472829493,0.112440123,0.844666298,0.284733982,0.782458716,0.720146565,0.972269263,0.629861033,0.545313865,0.286052909,0.099755114
ETH,21/01/2020,0.05709841,0.986662646,0.4075066,0.34538271,0.179335263,0.385397931,0.371390581,0.186777727,0.793409926,0.152994281,0.743328523,0.929429988,0.371024519,0.744087981,0.063313121,0.935397571,0.675435805,0.067093266
BNB,21/01/2020,0.266888035,0.818065805,0.40652335,0.372604407,0.706582491,0.565563228,0.129171783,0.611598675,0.380669151,0.351892457,0.568177397,0.213534963,0.388809753,0.906929016,0.997895907,0.281501946,0.489129931,0.001162053
ADA,21/01/2020,0.269348775,0.659298422,0.824355246,0.883629791,0.634156595,0.287856784,0.938738816,0.796624839,0.370639143,0.537793572,0.593221204,0.548071587,0.871712162,0.752612102,0.466068652,0.250433204,0.203457355,0.077851792
XRP,21/01/2020,0.057165939,0.317053776,0.671714445,0.083017936,0.484320001,0.36187955,0.834377171,0.708916188,0.853139607,0.887584366,0.915094979,0.403177804,0.711634716,0.870794099,0.093462756,0.490775173,0.785478411,0.040448067
BTC,21/01/2020,0.007764741,0.694621304,0.911315939,0.129532391,0.868009225,0.46894626,0.77557524,0.706271125,0.056921838,0.807368549,0.243756139,0.446982015,0.035561865,0.980914069,0.29779173,0.095808762,0.459638108,0.034032259
ETH,21/01/2020,0.019289679,0.657636853,0.184479402,0.01558074,0.346306063,0.883886559,0.471498495,0.99133832,0.701996226,0.571417709,0.130633521,0.628474855,0.180885325,0.280401921,0.776595318,0.911907705,0.888661752,0.035035921
BNB,21/01/2020,0.057589554,0.071984616,0.691222852,0.538673373,0.228463363,0.26332863,0.775255464,0.916982782,0.448275651,0.402592789,0.788337453,0.898585459,0.00559563,0.847413572,0.021967257,0.642756976,0.767423999,0.083356004
ADA,21/01/2020,0.934868624,0.036092515,0.993008274,0.38950718,0.161708629,0.243597718,0.80332678,0.614459169,0.951027015,0.143030821,0.729742736,0.443464582,0.853673877,0.129263879,0.029254477,0.898298251,0.993752348,0.025865575
XRP,22/01/2020,0.297369431,0.286831459,0.612041272,0.003636211,0.690190916,0.969962178,0.887320662,0.926238093,0.411729053,0.789634128,0.639948633,0.205342359,0.169489861,0.8393601,0.725337743,0.868663546,0.037405257,0.083156385
BTC,22/01/2020,0.166092594,0.697925539,0.107978162,0.285836485,0.413970988,0.058650834,0.97581394,0.384183152,0.1745264,0.377592843,0.807180611,0.557115797,0.515143163,0.987550753,0.46152102,0.38868629,0.975808832,0.095465169
ETH,22/01/2020,0.09424971,0.678975721,0.991622926,0.171003795,0.994713807,0.02282937,0.38190097,0.628142219,0.840904089,0.942604226,0.33455911,0.170797728,0.308185287,0.965565993,0.208917334,0.759851708,0.422398032,0.067014121
BNB,22/01/2020,0.128584685,0.520806682,0.41081006,0.643421155,0.393988892,0.398939135,0.25984029,0.481681422,0.076283605,0.869310815,0.554085706,0.206469945,0.728993905,0.088324304,0.93653687,0.198851973,0.082720681,0.013352986
ADA,22/01/2020,0.935652468,0.255321671,0.694032337,0.440735206,0.738916915,0.68224756,0.149029232,0.174021212,0.351846033,0.877844709,0.467597102,0.087740318,0.900487896,0.054165697,0.359872048,0.508904231,0.428551022,0.054932094
XRP,22/01/2020,0.818325141,0.288906971,0.054233098,0.280003865,0.058635202,0.516114776,0.130238536,0.3173345,0.362128917,0.596854908,0.755634467,0.688263979,0.821828456,0.643786222,0.574439499,0.495253286,0.170063953,0.010386873
BTC,22/01/2020,0.754737251,0.605704595,0.136213726,0.333316996,0.723449456,0.478246785,0.928238741,0.391100123,0.270762448,0.16926943,0.467302622,0.466170214,0.337193471,0.714615975,0.013442858,0.417370698,0.773537657,0.03937921
ETH,22/01/2020,0.100844276,0.610690615,0.871023667,0.972673555,0.136064689,0.569474983,0.811593202,0.398871596,0.312677493,0.191726247,0.803896316,0.989458714,0.556716695,0.11387341,0.086533412,0.966741902,0.835386596,0.023934193
BNB,22/01/2020,0.888247554,0.009542402,0.411039757,0.170437928,0.019505844,0.032777104,0.549410064,0.759791309,0.373556473,0.580829707,0.480987487,0.961463969,0.508258885,0.785635266,0.906821815,0.499519238,0.147829936,0.052051031
ADA,22/01/2020,0.796338653,0.200053583,0.701798628,0.806533287,0.435376693,0.9713398,0.774129081,0.480300869,0.226237504,0.151723312,0.535712391,0.819350275,0.90020008,0.783002929,0.444225286,0.019238924,0.099119944,0.029047655
XRP,22/01/2020,0.375576862,0.351338492,0.517947111,0.034024578,0.09868603,0.972671014,0.848904048,0.460957285,0.962593961,0.914486217,0.094774545,0.161939799,0.541196559,0.152203985,0.255411855,0.347992533,0.860081893,0.093963968
BTC,22/01/2020,0.032301733,0.190004788,0.970449024,0.87024779,0.757203401,0.75278841,0.068764141,0.579211782,0.056450338,0.748996829,0.558748921,0.622207083,0.337341968,0.540072759,0.978363852,0.747018019,0.194172748,0.067527007
ETH,22/01/2020,0.890351029,0.897080422,0.561515074,0.930162309,0.292868202,0.353942216,0.934384614,0.847236271,0.376391643,0.179094679,0.925022638,0.682398591,0.816729973,0.174100811,0.895208781,0.5956389,0.733413608,0.054576544
BNB,22/01/2020,0.538948995,0.982065334,0.955424713,0.829875712,0.368869567,0.394582161,0.417232796,0.157143641,0.388488766,0.878779077,0.898552108,0.751251292,0.837377214,0.852309069,0.206781781,0.13798795,0.432075567,0.0916257
ADA,22/01/2020,0.821786904,0.727854945,0.799990895,0.196302933,0.069110462,0.328021467,0.109239683,0.459360689,0.982130009,0.613089354,0.2082095,0.686062773,0.653231216,0.402706793,0.586646014,0.395715891,0.873926302,0.098570381
XRP,22/01/2020,0.371894759,0.427939142,0.910569069,0.502219716,0.505568176,0.58937192,0.821044214,0.679256683,0.336445047,0.396477383,0.963148817,0.498705455,0.998068522,0.821570226,0.075248597,0.312410177,0.286438001,0.057171836
BTC,22/01/2020,0.191958281,0.295811764,0.516923414,0.745420291,0.06848756,0.182722777,0.819062481,0.455245026,0.119224068,0.247130042,0.934505044,0.968745211,0.223875461,0.111550969,0.624149002,0.321509868,0.942751263,0.043657235
ETH,22/01/2020,0.724277559,0.524834356,0.645838685,0.537764024,0.588891728,0.824478812,0.359981831,0.440208045,0.184187175,0.209060046,0.043081788,0.7494035,0.348978111,0.121377457,0.205552917,0.291859952,0.766389621,0.010646869
BNB,22/01/2020,0.998806791,0.001972744,0.51915717,0.902628953,0.333213915,0.415184405,0.672541837,0.346529861,0.538258012,0.829569353,0.666996752,0.902668912,0.736822487,0.949486395,0.584480579,0.269884105,0.63640789,0.052593348
ADA,22/01/2020,0.362461695,0.633653422,0.717520254,0.7876779,0.498450552,0.368386065,0.068293662,0.187471229,0.449763399,0.274192012,0.277159658,0.340736593,0.200970322,0.404392202,0.466595669,0.98645349,0.919157268,0.007826423
XRP,22/01/2020,0.55648657,0.741054426,0.434563754,0.114003247,0.960730491,0.926005545,0.505032411,0.232812424,0.076064207,0.162313883,0.340239733,0.051344359,0.40465857,0.794271443,0.072792347,0.097246164,0.811246299,0.097106283
BTC,22/01/2020,0.16408991,0.842167253,0.208510103,0.479883592,0.835621083,0.72459947,0.476637781,0.715181148,0.3321028,0.999870067,0.227621343,0.970635445,0.932048374,0.708663701,0.920302637,0.278263715,0.464982599,0.020331454
ETH,22/01/2020,0.928888824,0.678423554,0.920698138,0.396362367,0.999973713,0.247627358,0.287592196,0.117138315,0.093587706,0.792888262,0.930627256,0.116512999,0.131794613,0.856619092,0.991774357,0.379677389,0.233245788,0.020012596
BNB,22/01/2020,0.073265853,0.673446949,0.944894629,0.773347245,0.448208324,0.465119035,0.826310128,0.593157236,0.151594388,0.179248978,0.726323477,0.181718218,0.893458161,0.329399528,0.787676038,0.973178176,0.212934043,0.071636041
ADA,22/01/2020,0.594729974,0.194328491,0.045672589,0.006522983,0.517735894,0.294394229,0.947300121,0.260429185,0.934296566,0.894977645,0.021373762,0.33451135,0.887494197,0.627658578,0.069195863,0.739706639,0.87703736,0.066204289
XRP,22/01/2020,0.197758326,0.09914881,0.863059805,0.832326752,0.206477479,0.014531323,0.66856207,0.81060173,0.272856093,0.37750385,0.534535811,0.353015331,0.536013433,0.631364041,0.301706043,0.994444823,0.119023187,0.012462017
BTC,22/01/2020,0.009013895,0.013802994,0.40658083,0.936767099,0.392435569,0.560057671,0.74078949,0.768823583,0.648757767,0.089222279,0.240429396,0.042388919,0.183560069,0.236713481,0.424459794,0.148573012,0.253399601,0.075603316
ETH,22/01/2020,0.837275432,0.074753469,0.742958393,0.656768507,0.666525714,0.660516617,0.11180639,0.582258725,0.453618054,0.376814055,0.041175634,0.735349018,0.299639213,0.721169575,0.654291775,0.797802563,0.550324694,0.034083819
BNB,22/01/2020,0.817339992,0.727231194,0.335793298,0.047795856,0.673906668,0.041076856,0.062917522,0.466287442,0.161098972,0.044189901,0.230853059,0.329148073,0.395660815,0.134982125,0.958878928,0.745924697,0.066020635,0.034789807
ADA,22/01/2020,0.406256864,0.060068024,0.978182404,0.970837225,0.938938498,0.955692312,0.287025247,0.419561938,0.298782592,0.926919134,0.122656096,0.952403899,0.907096131,0.383108057,0.209478718,0.876097371,0.0935502,0.049968439
XRP,22/01/2020,0.583982456,0.729276663,0.30639526,0.324072749,0.246858667,0.807543985,0.889312947,0.047706947,0.15625204,0.86405063,0.32513093,0.981429264,0.098830553,0.929620525,0.504517774,0.860827915,0.622723176,0.076005073
BTC,22/01/2020,0.006098864,0.483312074,0.962296052,0.213008502,0.944509121,0.553906349,0.586174639,0.439435549,0.376652197,0.897976495,0.797079951,0.822805819,0.21942089,0.061874974,0.034206166,0.193666741,0.835006734,0.024863093
ETH,22/01/2020,0.524973164,0.221218464,0.740384136,0.883880901,0.812413757,0.068805672,0.19586519,0.008714997,0.503639171,0.928029335,0.961352642,0.668619035,0.234076266,0.528982451,0.023352449,0.393368886,0.139704813,0.005778554
BNB,22/01/2020,0.838761987,0.367705933,0.971247494,0.740331963,0.122891945,0.997717458,0.01943531,0.261962662,0.918119263,0.686129846,0.761106459,0.259808613,0.614545939,0.32555603,0.284221743,0.203418146,0.866019579,0.004097363
ADA,22/01/2020,0.546333573,0.379498934,0.853341446,0.070315842,0.144051869,0.97958397,0.415197767,0.855048634,0.049487773,0.157474225,0.441652973,0.083756127,0.603857244,0.607837415,0.732414488,0.855534353,0.726274245,0.009630916
XRP,22/01/2020,0.940950731,0.767408416,0.748472888,0.168962184,0.643752368,0.86393938,0.608894525,0.779952414,0.841143291,0.874208608,0.712547293,0.273746242,0.988536534,0.143587148,0.667248561,0.896613769,0.597832806,0.069528551
BTC,22/01/2020,0.024576521,0.782742842,0.302722248,0.424141311,0.172632005,0.734349778,0.312391266,0.441846118,0.298950285,0.842941443,0.245547994,0.080147699,0.690067002,0.458906606,0.476883563,0.464671903,0.403695969,0.058546156
ETH,22/01/2020,0.899317584,0.759222453,0.064497084,0.779907793,0.566497957,0.356766588,0.507876952,0.035528217,0.309500564,0.629959148,0.731913846,0.254220102,0.653364151,0.378173801,0.802939437,0.992557248,0.253725734,0.04201073
BNB,22/01/2020,0.328006251,0.315425884,0.426888866,0.82226373,0.545987849,0.350786999,0.949839196,0.87293632,0.981845676,0.90289618,0.65413556,0.224131891,0.002386585,0.274487923,0.058113673,0.270682672,0.840227017,0.056531369
ADA,22/01/2020,0.792504471,0.732858304,0.217219003,0.106983523,0.046501225,0.540421763,0.998541745,0.350394232,0.754459968,0.942034678,0.721859497,0.27756334,0.981787618,0.859185216,0.795946053,0.391025802,0.979513312,0.089012239
XRP,22/01/2020,0.235605471,0.716932305,0.53858925,0.4337636,0.229307341,0.557645547,0.723829756,0.647259831,0.864469844,0.367765831,0.497436044,0.891491259,0.33152879,0.885503976,0.024800406,0.890088043,0.196930358,0.099310847
BTC,22/01/2020,0.261315642,0.90367518,0.669969458,0.747797752,0.692221728,0.806213716,0.883988178,0.237714571,0.503158046,0.690096979,0.527029693,0.559727234,0.532567739,0.530604656,0.198721008,0.341643961,0.418316447,0.070427211
